거래번호,지점,고객타입,성별,제품군,단가,수량,매출액,날짜,시간,지불방식,매출원가,매출이익
767-97-4650,B,회원,여성,스포츠/여행,"67,423",2,"134,846",2019-01-08,11:59,신용카드,"129,660","5,186"
648-83-1321,A,회원,남성,홈데코,"66,102",10,"661,020",2019-01-16,17:59,현금,"635,600","25,420"
173-57-2300,C,회원,남성,스포츠/여행,"75,795",2,"151,590",2019-03-13,12:51,현금,"145,760","5,830"
305-03-2383,A,비회원,여성,식품/음료,"69,784",3,"209,352",2019-02-15,10:36,현금,"201,300","8,052"
394-55-6384,C,회원,여성,스포츠/여행,"72,998",9,"656,982",2019-01-25,13:38,현금,"631,710","25,272"
266-20-6657,C,회원,남성,식품/음료,"57,242",7,"400,694",2019-03-12,19:39,신용카드,"385,280","15,414"
689-05-1884,A,회원,남성,헬스/뷰티,"50,575",10,"505,750",2019-03-04,12:44,현금,"486,300","19,450"
196-01-2849,C,회원,여성,패션/액세서리,"76,315",7,"534,205",2019-02-10,13:56,현금,"513,660","20,545"
372-62-5264,C,비회원,여성,식품/음료,"54,704",9,"492,336",2019-01-16,14:42,현금,"473,400","18,936"
800-09-8606,A,회원,여성,홈데코,"90,865",5,"454,325",2019-01-29,19:45,현금,"436,850","17,475"
182-52-7000,A,회원,여성,스포츠/여행,"28,122",4,"112,488",2019-01-01,20:26,신용카드,"108,160","4,328"
826-58-8051,B,비회원,남성,홈데코,"64,678",4,"258,712",2019-01-06,19:46,신용카드,"248,760","9,952"
868-06-0466,A,회원,남성,컴퓨터 주변기기,"72,363",9,"651,267",2019-02-19,19:38,신용카드,"626,220","25,047"
751-41-9720,C,비회원,남성,홈데코,"101,400",10,"1,014,000",2019-01-12,16:18,신용카드,"975,000","39,000"
626-43-7888,C,비회원,여성,패션/액세서리,"62,826",8,"502,608",2019-02-07,12:23,신용카드,"483,280","19,328"
176-64-7711,B,비회원,남성,식품/음료,"33,613",3,"100,839",2019-03-27,19:11,신용카드,"96,960","3,879"
191-29-0321,B,회원,여성,패션/액세서리,"20,561",10,"205,610",2019-02-27,18:57,신용카드,"197,700","7,910"
729-06-2010,B,회원,남성,헬스/뷰티,"83,689",9,"753,201",2019-01-06,11:18,현금,"724,230","28,971"
640-48-5028,B,회원,여성,홈데코,"91,926",9,"827,334",2019-03-02,12:40,현금,"795,510","31,824"
186-79-9562,B,비회원,남성,헬스/뷰티,"74,641",7,"522,487",2019-03-29,14:06,현금,"502,390","20,097"
834-45-5519,B,비회원,여성,컴퓨터 주변기기,"44,720",4,"178,880",2019-01-31,20:48,신용카드,"172,000","6,880"
162-65-8559,C,회원,남성,식품/음료,"71,739",1,"71,739",2019-01-21,20:13,현금,"68,980","2,759"
760-27-5490,C,비회원,남성,패션/액세서리,"16,245",8,"129,960",2019-01-20,20:37,신용카드,"124,960","5,000"
445-30-9252,A,비회원,남성,스포츠/여행,"26,728",3,"80,184",2019-01-17,17:59,신용카드,"77,100","3,084"
786-94-2700,A,회원,남성,식품/음료,"83,845",6,"503,070",2019-02-28,20:18,현금,"483,720","19,350"
728-88-7867,C,회원,여성,홈데코,"78,551",4,"314,204",2019-03-19,15:52,신용카드,"302,120","12,084"
183-21-3799,C,비회원,여성,컴퓨터 주변기기,"80,735",9,"726,615",2019-02-19,15:14,신용카드,"698,670","27,945"
268-20-3585,C,비회원,여성,헬스/뷰티,"14,404",9,"129,636",2019-02-04,12:50,신용카드,"124,650","4,986"
735-32-9839,C,회원,남성,패션/액세서리,"102,648",8,"821,184",2019-01-31,10:36,신용카드,"789,600","31,584"
258-92-7466,A,비회원,여성,헬스/뷰티,"37,107",5,"185,535",2019-02-06,18:33,신용카드,"178,400","7,135"
857-16-3520,A,회원,여성,패션/액세서리,"74,318",7,"520,226",2019-03-28,16:06,신용카드,"500,220","20,006"
482-17-1179,A,회원,남성,컴퓨터 주변기기,"12,418",3,"37,254",2019-01-19,12:47,신용카드,"35,820","1,434"
788-21-5741,A,비회원,남성,패션/액세서리,"47,195",3,"141,585",2019-02-17,13:34,신용카드,"136,140","5,445"
821-14-9046,B,회원,여성,패션/액세서리,"18,179",6,"109,074",2019-01-18,15:04,신용카드,"104,880","4,194"
418-05-0656,B,비회원,여성,패션/액세서리,"26,582",7,"186,074",2019-02-02,20:42,현금,"178,920","7,154"
678-79-0726,C,회원,여성,스포츠/여행,"94,255",9,"848,295",2019-01-18,15:28,현금,"815,670","32,625"
776-68-1096,B,비회원,남성,홈데코,"45,885",3,"137,655",2019-03-18,13:45,신용카드,"132,360","5,295"
592-46-1692,C,회원,여성,식품/음료,"38,241",7,"267,687",2019-01-11,20:10,현금,"257,390","10,297"
434-35-9162,B,회원,남성,식품/음료,"24,274",4,"97,096",2019-02-04,18:53,신용카드,"93,360","3,736"
149-14-0304,C,회원,여성,헬스/뷰티,"29,640",8,"237,120",2019-02-06,14:24,현금,"228,000","9,120"
442-44-6497,C,회원,남성,홈데코,"57,793",3,"173,379",2019-01-08,11:42,신용카드,"166,710","6,669"
174-64-0215,B,비회원,남성,스포츠/여행,"72,530",10,"725,300",2019-03-05,17:49,신용카드,"697,400","27,900"
210-74-9613,C,비회원,남성,패션/액세서리,"101,150",4,"404,600",2019-03-16,15:33,신용카드,"389,040","15,560"
299-29-0180,B,회원,여성,홈데코,"54,267",7,"379,869",2019-03-09,10:54,현금,"365,260","14,609"
247-11-2470,A,회원,여성,패션/액세서리,"23,213",4,"92,852",2019-03-01,16:23,신용카드,"89,280","3,572"
635-28-5728,A,비회원,남성,헬스/뷰티,"58,240",3,"174,720",2019-02-28,19:33,신용카드,"168,000","6,720"
756-49-0168,A,회원,남성,패션/액세서리,"20,488",1,"20,488",2019-02-08,11:39,신용카드,"19,700",788
438-23-1242,B,비회원,남성,컴퓨터 주변기기,"78,915",7,"552,405",2019-01-24,10:38,신용카드,"531,160","21,245"
238-45-6950,B,회원,남성,식품/음료,"55,869",1,"55,869",2019-03-01,20:03,신용카드,"53,720","2,149"
607-65-2441,C,회원,남성,헬스/뷰티,"85,228",10,"852,280",2019-03-10,12:39,신용카드,"819,500","32,780"
386-27-7606,C,회원,여성,홈데코,"84,448",7,"591,136",2019-03-23,15:59,신용카드,"568,400","22,736"
137-63-5492,C,비회원,남성,컴퓨터 주변기기,"61,110",10,"611,100",2019-01-29,14:26,신용카드,"587,600","23,500"
197-77-7132,B,회원,남성,컴퓨터 주변기기,"95,222",8,"761,776",2019-01-12,18:22,신용카드,"732,480","29,296"
805-86-0265,A,비회원,남성,홈데코,"97,718",9,"879,462",2019-03-20,11:32,현금,"845,640","33,822"
733-29-1227,C,비회원,남성,홈데코,"57,834",7,"404,838",2019-03-23,12:41,현금,"389,270","15,568"
451-73-2711,C,비회원,남성,식품/음료,"88,223",1,"88,223",2019-01-14,15:20,신용카드,"84,830","3,393"
373-14-0504,A,회원,여성,스포츠/여행,"74,495",2,"148,990",2019-02-12,14:33,신용카드,"143,260","5,730"
546-80-2899,A,회원,남성,홈데코,"39,198",2,"78,396",2019-02-20,15:29,신용카드,"75,380","3,016"
345-68-9016,C,회원,여성,스포츠/여행,"32,937",8,"263,496",2019-01-02,16:19,신용카드,"253,360","10,136"
390-17-5806,C,회원,여성,식품/음료,"39,957",1,"39,957",2019-02-02,16:33,현금,"38,420","1,537"
457-13-1708,B,회원,남성,패션/액세서리,"67,839",10,"678,390",2019-01-08,19:07,신용카드,"652,300","26,090"
664-14-2882,C,회원,여성,홈데코,"10,951",5,"54,755",2019-01-30,14:43,신용카드,"52,650","2,105"
487-79-6868,B,회원,여성,홈데코,"12,782",9,"115,038",2019-03-26,19:28,신용카드,"110,610","4,428"
314-23-4520,C,회원,남성,헬스/뷰티,"84,479",7,"591,353",2019-01-15,20:44,현금,"568,610","22,743"
210-30-7976,B,회원,여성,패션/액세서리,"23,213",4,"92,852",2019-03-14,11:16,신용카드,"89,280","3,572"
585-86-8361,A,비회원,여성,식품/음료,"28,371",5,"141,855",2019-02-03,10:31,신용카드,"136,400","5,455"
807-14-7833,A,회원,여성,컴퓨터 주변기기,"18,117",10,"181,170",2019-02-22,12:30,신용카드,"174,200","6,970"
775-72-1988,B,비회원,남성,홈데코,"76,211",5,"381,055",2019-01-24,15:05,신용카드,"366,400","14,655"
288-38-3758,C,회원,여성,패션/액세서리,"88,265",3,"264,795",2019-01-25,18:30,신용카드,"254,610","10,185"
652-43-6591,A,비회원,여성,패션/액세서리,"101,182",8,"809,456",2019-03-09,13:18,신용카드,"778,320","31,136"
785-96-0615,B,회원,여성,컴퓨터 주변기기,"37,170",8,"297,360",2019-02-17,15:28,신용카드,"285,920","11,440"
406-46-7107,A,비회원,여성,홈데코,"100,381",6,"602,286",2019-01-11,11:52,현금,"579,120","23,166"
250-17-5703,A,회원,남성,식품/음료,"19,604",10,"196,040",2019-02-27,18:24,신용카드,"188,500","7,540"
156-95-3964,A,비회원,여성,식품/음료,"57,606",4,"230,424",2019-03-25,15:19,신용카드,"221,560","8,864"
842-40-8179,B,회원,여성,식품/음료,"80,288",10,"802,880",2019-02-11,10:38,신용카드,"772,000","30,880"
525-09-8450,B,비회원,남성,컴퓨터 주변기기,"75,015",10,"750,150",2019-01-31,15:12,신용카드,"721,300","28,850"
410-67-1709,A,회원,여성,패션/액세서리,"66,435",8,"531,480",2019-01-20,17:48,신용카드,"511,040","20,440"
587-73-4862,A,회원,여성,헬스/뷰티,"11,118",5,"55,590",2019-03-26,11:07,신용카드,"53,450","2,140"
787-87-2010,A,회원,남성,헬스/뷰티,"57,720",4,"230,880",2019-01-20,15:48,신용카드,"222,000","8,880"
593-14-4239,B,비회원,여성,홈데코,"99,278",8,"794,224",2019-03-05,19:40,신용카드,"763,680","30,544"
801-88-0346,C,비회원,여성,패션/액세서리,"79,102",3,"237,306",2019-01-05,20:30,신용카드,"228,180","9,126"
388-76-2555,B,비회원,남성,스포츠/여행,"14,238",6,"85,428",2019-02-13,13:59,현금,"82,140","3,288"
711-31-1234,B,비회원,여성,컴퓨터 주변기기,"99,466",4,"397,864",2019-03-16,18:51,현금,"382,560","15,304"
886-54-6089,A,비회원,여성,홈데코,"11,887",6,"71,322",2019-01-15,17:24,현금,"68,580","2,742"
707-32-7409,B,회원,여성,스포츠/여행,"99,362",4,"397,448",2019-02-26,11:58,신용카드,"382,160","15,288"
759-98-4285,C,회원,여성,헬스/뷰티,"89,305",7,"625,135",2019-02-27,19:01,신용카드,"601,090","24,045"
201-63-8275,C,회원,여성,스포츠/여행,"70,710",7,"494,970",2019-02-17,16:50,신용카드,"475,930","19,040"
471-06-8611,C,비회원,여성,식품/음료,"54,517",1,"54,517",2019-02-06,10:22,신용카드,"52,420","2,097"
200-16-5952,C,회원,남성,식품/음료,"68,276",2,"136,552",2019-01-17,16:46,현금,"131,300","5,252"
120-54-2248,B,비회원,여성,식품/음료,"30,014",5,"150,070",2019-01-22,18:08,신용카드,"144,300","5,770"
102-77-2261,C,회원,남성,헬스/뷰티,"67,922",7,"475,454",2019-03-05,18:02,신용카드,"457,170","18,284"
875-31-8302,B,비회원,남성,스포츠/여행,"97,115",1,"97,115",2019-01-03,13:07,현금,"93,380","3,735"
102-06-2002,C,회원,남성,스포츠/여행,"26,260",5,"131,300",2019-03-20,17:52,현금,"126,250","5,050"
457-94-0464,B,회원,남성,컴퓨터 주변기기,"91,385",9,"822,465",2019-01-31,20:32,신용카드,"790,830","31,635"
629-42-4133,C,비회원,남성,헬스/뷰티,"22,672",8,"181,376",2019-02-19,19:24,현금,"174,400","6,976"
534-53-3526,A,비회원,여성,스포츠/여행,"98,550",4,"394,200",2019-02-11,16:06,신용카드,"379,040","15,160"
307-04-2070,A,회원,여성,패션/액세서리,"31,845",1,"31,845",2019-02-05,14:14,신용카드,"30,620","1,225"
468-99-7231,C,비회원,여성,홈데코,"45,770",8,"366,160",2019-03-03,17:36,현금,"352,080","14,080"
516-77-6464,C,회원,여성,헬스/뷰티,"10,566",5,"52,830",2019-02-24,13:08,신용카드,"50,800","2,030"
404-91-5964,A,비회원,남성,컴퓨터 주변기기,"77,563",7,"542,941",2019-02-04,16:09,신용카드,"522,060","20,881"
886-77-9084,C,비회원,남성,컴퓨터 주변기기,"74,766",8,"598,128",2019-02-19,11:33,신용카드,"575,120","23,008"
790-38-4466,C,비회원,여성,헬스/뷰티,"11,430",5,"57,150",2019-01-23,10:18,신용카드,"54,950","2,200"
704-10-4056,C,회원,남성,헬스/뷰티,"62,889",3,"188,667",2019-01-14,10:55,신용카드,"181,410","7,257"
497-37-6538,A,비회원,남성,스포츠/여행,"61,266",7,"428,862",2019-01-17,15:15,신용카드,"412,370","16,492"
651-96-5970,A,비회원,남성,패션/액세서리,"48,266",1,"48,266",2019-03-03,20:06,신용카드,"46,410","1,856"
400-80-4065,C,회원,남성,헬스/뷰티,"71,292",4,"285,168",2019-02-15,20:21,신용카드,"274,200","10,968"
744-16-7898,B,비회원,여성,홈데코,"101,265",10,"1,012,650",2019-01-15,13:48,신용카드,"973,700","38,950"
263-12-5321,A,회원,남성,컴퓨터 주변기기,"96,304",7,"674,128",2019-02-27,12:52,신용카드,"648,200","25,928"
702-72-0487,A,비회원,여성,컴퓨터 주변기기,"48,474",2,"96,948",2019-02-26,12:28,신용카드,"93,220","3,728"
605-83-1050,B,비회원,남성,패션/액세서리,"28,267",2,"56,534",2019-03-15,16:26,신용카드,"54,360","2,174"
443-60-9639,C,회원,여성,홈데코,"63,305",1,"63,305",2019-01-24,13:24,현금,"60,870","2,435"
864-24-7918,A,회원,여성,스포츠/여행,"25,470",10,"254,700",2019-02-22,15:15,현금,"244,900","9,800"
359-94-5395,B,비회원,남성,헬스/뷰티,"96,491",1,"96,491",2019-03-15,10:50,신용카드,"92,780","3,711"
401-09-4232,C,회원,남성,홈데코,"90,158",5,"450,790",2019-02-11,18:38,신용카드,"433,450","17,340"
751-15-6198,B,비회원,남성,스포츠/여행,"23,930",6,"143,580",2019-01-12,16:45,신용카드,"138,060","5,520"
324-41-6833,C,회원,여성,컴퓨터 주변기기,"31,408",8,"251,264",2019-03-03,19:30,신용카드,"241,600","9,664"
474-33-8305,C,회원,남성,패션/액세서리,"70,086",7,"490,602",2019-03-23,13:23,신용카드,"471,730","18,872"
759-29-9521,A,회원,여성,패션/액세서리,"50,918",9,"458,262",2019-03-04,11:27,현금,"440,640","17,622"
831-81-6575,B,회원,여성,컴퓨터 주변기기,"78,614",9,"707,526",2019-02-23,11:12,현금,"680,310","27,216"
220-68-6701,A,비회원,여성,홈데코,"80,569",4,"322,276",2019-03-17,16:36,현금,"309,880","12,396"
618-34-8551,A,비회원,여성,스포츠/여행,"96,907",2,"193,814",2019-01-16,18:41,신용카드,"186,360","7,454"
257-60-7754,A,비회원,여성,컴퓨터 주변기기,"52,239",4,"208,956",2019-01-08,17:12,현금,"200,920","8,036"
559-61-5987,B,비회원,여성,헬스/뷰티,"18,460",1,"18,460",2019-01-14,10:38,현금,"17,750",710
189-55-2313,C,비회원,여성,패션/액세서리,"64,667",10,"646,670",2019-01-31,10:33,신용카드,"621,800","24,870"
565-91-4567,B,비회원,남성,헬스/뷰티,"11,180",8,"89,440",2019-03-15,14:38,신용카드,"86,000","3,440"
380-60-5336,A,비회원,여성,컴퓨터 주변기기,"41,870",10,"418,700",2019-02-24,18:06,신용카드,"402,600","16,100"
815-04-6282,C,회원,여성,스포츠/여행,"67,569",5,"337,845",2019-02-08,12:52,신용카드,"324,850","12,995"
674-56-6360,A,비회원,남성,컴퓨터 주변기기,"98,956",1,"98,956",2019-03-22,14:00,현금,"95,150","3,806"
778-34-2523,A,회원,여성,컴퓨터 주변기기,"50,565",8,"404,520",2019-01-24,10:57,현금,"388,960","15,560"
499-27-7781,B,비회원,여성,식품/음료,"55,338",8,"442,704",2019-03-14,16:45,신용카드,"425,680","17,024"
477-59-2456,C,비회원,여성,패션/액세서리,"47,258",7,"330,806",2019-01-23,11:15,현금,"318,080","12,726"
832-51-6761,A,비회원,남성,식품/음료,"35,235",8,"281,880",2019-01-19,20:29,신용카드,"271,040","10,840"
869-11-3082,B,회원,남성,헬스/뷰티,"100,006",4,"400,024",2019-01-27,20:03,신용카드,"384,640","15,384"
190-59-3964,B,회원,남성,식품/음료,"49,046",5,"245,230",2019-02-03,14:35,신용카드,"235,800","9,430"
366-43-6862,B,비회원,남성,컴퓨터 주변기기,"55,006",4,"220,024",2019-03-25,16:32,신용카드,"211,560","8,464"
186-43-8965,A,회원,여성,홈데코,"49,587",2,"99,174",2019-02-24,10:10,신용카드,"95,360","3,814"
784-21-9238,C,회원,남성,스포츠/여행,"10,577",1,"10,577",2019-02-07,14:15,현금,"10,170",407
276-75-6884,A,비회원,여성,헬스/뷰티,"71,458",3,"214,374",2019-03-04,10:05,현금,"206,130","8,244"
109-86-4363,B,회원,여성,스포츠/여행,"62,483",7,"437,381",2019-02-14,11:36,신용카드,"420,560","16,821"
569-76-2760,A,회원,여성,스포츠/여행,"22,890",4,"91,560",2019-01-29,18:15,신용카드,"88,040","3,520"
222-42-0244,B,회원,여성,헬스/뷰티,"74,994",9,"674,946",2019-01-28,13:53,신용카드,"648,990","25,956"
760-53-9233,A,회원,남성,패션/액세서리,"42,931",3,"128,793",2019-03-26,18:37,신용카드,"123,840","4,953"
538-22-0304,C,비회원,남성,컴퓨터 주변기기,"67,548",10,"675,480",2019-03-24,18:27,현금,"649,500","25,980"
416-17-9926,A,회원,여성,컴퓨터 주변기기,"77,189",10,"771,890",2019-01-01,14:42,신용카드,"742,200","29,690"
237-44-6163,A,비회원,남성,컴퓨터 주변기기,"10,982",8,"87,856",2019-01-24,17:43,현금,"84,480","3,376"
636-17-0325,B,비회원,남성,헬스/뷰티,"65,073",4,"260,292",2019-02-25,18:37,현금,"250,280","10,012"
343-75-9322,B,회원,여성,스포츠/여행,"12,324",8,"98,592",2019-01-09,16:34,현금,"94,800","3,792"
528-14-9470,A,회원,남성,헬스/뷰티,"94,952",1,"94,952",2019-02-14,14:42,신용카드,"91,300","3,652"
427-45-9297,B,회원,여성,홈데코,"42,359",7,"296,513",2019-03-12,11:01,신용카드,"285,110","11,403"
807-34-3742,A,비회원,남성,패션/액세서리,"54,475",1,"54,475",2019-03-26,19:44,현금,"52,380","2,095"
288-62-1085,A,회원,남성,패션/액세서리,"40,082",5,"200,410",2019-01-09,13:34,신용카드,"192,700","7,710"
670-71-7306,B,비회원,남성,스포츠/여행,"46,415",6,"278,490",2019-01-02,20:08,신용카드,"267,780","10,710"
660-29-7083,C,비회원,남성,컴퓨터 주변기기,"58,105",10,"581,050",2019-01-15,15:01,현금,"558,700","22,350"
271-77-8740,C,회원,여성,스포츠/여행,"30,389",6,"182,334",2019-01-01,11:40,신용카드,"175,320","7,014"
497-36-0989,A,비회원,남성,패션/액세서리,"54,018",3,"162,054",2019-02-15,15:21,현금,"155,820","6,234"
291-59-1384,B,비회원,남성,컴퓨터 주변기기,"62,712",1,"62,712",2019-02-28,17:38,현금,"60,300","2,412"
860-73-6466,A,회원,여성,스포츠/여행,"41,049",2,"82,098",2019-03-02,16:16,신용카드,"78,940","3,158"
549-23-9016,C,회원,여성,식품/음료,"15,465",2,"30,930",2019-02-13,18:15,신용카드,"29,740","1,190"
896-34-0956,A,비회원,남성,패션/액세서리,"22,173",1,"22,173",2019-01-26,12:43,현금,"21,320",853
804-38-3935,A,회원,남성,컴퓨터 주변기기,"97,531",3,"292,593",2019-01-30,11:32,신용카드,"281,340","11,253"
585-90-0249,A,회원,남성,컴퓨터 주변기기,"76,190",1,"76,190",2019-01-27,18:08,신용카드,"73,260","2,930"
862-29-5914,C,비회원,여성,스포츠/여행,"23,275",1,"23,275",2019-01-30,17:08,신용카드,"22,380",895
845-94-6841,C,회원,여성,식품/음료,"75,795",9,"682,155",2019-01-08,19:38,현금,"655,920","26,235"
125-45-2293,A,비회원,여성,패션/액세서리,"103,064",6,"618,384",2019-01-19,13:11,현금,"594,600","23,784"
843-73-4724,A,비회원,남성,패션/액세서리,"77,064",1,"77,064",2019-01-25,11:05,현금,"74,100","2,964"
409-33-9708,A,비회원,여성,패션/액세서리,"102,419",2,"204,838",2019-02-19,10:12,신용카드,"196,960","7,878"
658-66-3967,C,비회원,남성,헬스/뷰티,"55,318",7,"387,226",2019-01-14,15:42,신용카드,"372,330","14,896"
866-70-2814,B,비회원,여성,컴퓨터 주변기기,"54,902",10,"549,020",2019-02-25,11:58,신용카드,"527,900","21,120"
160-22-2687,A,회원,여성,헬스/뷰티,"99,788",5,"498,940",2019-01-23,14:21,신용카드,"479,750","19,190"
895-03-6665,B,비회원,여성,패션/액세서리,"37,970",9,"341,730",2019-02-16,10:52,현금,"328,590","13,140"
770-42-8960,B,비회원,남성,식품/음료,"21,965",8,"175,720",2019-01-01,19:31,현금,"168,960","6,760"
748-45-2862,A,회원,여성,홈데코,"29,442",4,"117,768",2019-03-07,18:35,현금,"113,240","4,528"
234-36-2483,B,비회원,남성,헬스/뷰티,"59,894",6,"359,364",2019-02-15,13:51,현금,"345,540","13,824"
316-66-3011,A,회원,여성,식품/음료,"49,535",9,"445,815",2019-01-23,12:35,현금,"428,670","17,145"
848-95-6252,C,회원,여성,홈데코,"89,721",1,"89,721",2019-02-20,13:24,신용카드,"86,270","3,451"
840-76-5966,A,회원,남성,스포츠/여행,"13,270",2,"26,540",2019-01-08,18:06,신용카드,"25,520","1,020"
152-03-4217,B,비회원,여성,홈데코,"11,731",9,"105,579",2019-03-17,11:55,신용카드,"101,520","4,059"
533-66-5566,B,비회원,여성,홈데코,"53,113",7,"371,791",2019-01-12,11:42,현금,"357,490","14,301"
124-31-1458,A,회원,여성,컴퓨터 주변기기,"82,774",3,"248,322",2019-01-08,14:30,현금,"238,770","9,552"
176-78-1170,C,회원,남성,헬스/뷰티,"35,162",3,"105,486",2019-01-26,15:11,신용카드,"101,430","4,056"
361-59-0574,B,회원,남성,스포츠/여행,"94,151",8,"753,208",2019-03-15,14:48,신용카드,"724,240","28,968"
101-81-4070,C,회원,여성,헬스/뷰티,"65,333",2,"130,666",2019-01-17,12:36,신용카드,"125,640","5,026"
631-34-1880,C,회원,남성,식품/음료,"25,282",3,"75,846",2019-01-08,19:09,신용카드,"72,930","2,916"
852-82-2749,A,비회원,남성,스포츠/여행,"67,174",4,"268,696",2019-01-06,13:35,신용카드,"258,360","10,336"
873-14-6353,A,회원,남성,식품/음료,"25,813",7,"180,691",2019-02-16,10:33,신용카드,"173,740","6,951"
584-66-4073,C,비회원,남성,패션/액세서리,"58,760",1,"58,760",2019-03-13,15:45,신용카드,"56,500","2,260"
544-55-9589,B,회원,여성,컴퓨터 주변기기,"22,287",10,"222,870",2019-01-28,11:51,현금,"214,300","8,570"
166-19-2553,A,회원,남성,스포츠/여행,"92,622",6,"555,732",2019-01-18,17:26,현금,"534,360","21,372"
737-88-5876,A,회원,남성,홈데코,"24,222",4,"96,888",2019-03-19,11:52,신용카드,"93,160","3,728"
154-87-7367,C,비회원,남성,홈데코,"67,870",8,"542,960",2019-03-15,14:04,신용카드,"522,080","20,880"
885-56-0389,C,회원,남성,패션/액세서리,"54,444",1,"54,444",2019-02-12,17:49,현금,"52,350","2,094"
608-05-3804,B,회원,남성,컴퓨터 주변기기,"41,340",1,"41,340",2019-02-25,20:19,현금,"39,750","1,590"
448-61-3783,A,비회원,여성,컴퓨터 주변기기,"93,621",8,"748,968",2019-03-21,16:08,신용카드,"720,160","28,808"
761-49-0439,B,회원,여성,컴퓨터 주변기기,"12,584",8,"100,672",2019-01-19,10:17,신용카드,"96,800","3,872"
490-95-0021,B,회원,여성,식품/음료,"34,538",10,"345,380",2019-01-08,14:25,신용카드,"332,100","13,280"
115-38-7388,C,회원,여성,패션/액세서리,"10,587",8,"84,696",2019-03-30,12:51,신용카드,"81,440","3,256"
311-13-6971,B,회원,남성,스포츠/여행,"33,270",10,"332,700",2019-02-20,15:18,신용카드,"319,900","12,800"
291-55-6563,A,회원,여성,홈데코,"35,797",6,"214,782",2019-03-30,12:45,신용카드,"206,520","8,262"
548-48-3156,A,회원,여성,식품/음료,"86,674",2,"173,348",2019-03-19,13:37,현금,"166,680","6,668"
460-93-5834,A,비회원,남성,스포츠/여행,"47,403",7,"331,821",2019-01-13,10:03,현금,"319,060","12,761"
325-89-4209,A,회원,남성,식품/음료,"91,416",1,"91,416",2019-02-05,19:42,신용카드,"87,900","3,516"
884-80-6021,A,회원,여성,컴퓨터 주변기기,"76,409",10,"764,090",2019-03-23,13:14,신용카드,"734,700","29,390"
137-74-8729,C,비회원,여성,패션/액세서리,"12,678",8,"101,424",2019-03-13,12:47,신용카드,"97,520","3,904"
880-46-5796,A,회원,남성,스포츠/여행,"79,997",10,"799,970",2019-03-17,19:53,신용카드,"769,200","30,770"
389-70-2397,C,비회원,여성,헬스/뷰티,"87,006",5,"435,030",2019-02-21,10:26,현금,"418,300","16,730"
114-35-5271,B,비회원,여성,컴퓨터 주변기기,"60,226",8,"481,808",2019-02-07,15:06,현금,"463,280","18,528"
607-76-6216,C,회원,여성,패션/액세서리,"96,190",5,"480,950",2019-03-02,16:35,신용카드,"462,450","18,500"
715-20-1673,B,비회원,남성,컴퓨터 주변기기,"29,515",5,"147,575",2019-03-06,20:57,현금,"141,900","5,675"
811-35-1094,B,회원,남성,컴퓨터 주변기기,"52,468",6,"314,808",2019-02-06,15:16,신용카드,"302,700","12,108"
699-88-1972,B,비회원,남성,헬스/뷰티,"103,126",8,"825,008",2019-01-28,17:47,신용카드,"793,280","31,728"
781-84-8059,C,비회원,남성,패션/액세서리,"63,170",7,"442,190",2019-01-18,16:23,신용카드,"425,180","17,010"
409-49-6995,C,회원,여성,식품/음료,"49,161",6,"294,966",2019-02-05,10:17,현금,"283,620","11,346"
725-54-0677,C,회원,남성,헬스/뷰티,"89,024",7,"623,168",2019-03-02,13:50,현금,"599,200","23,968"
146-09-5432,A,회원,남성,식품/음료,"36,442",9,"327,978",2019-02-09,19:17,신용카드,"315,360","12,618"
377-79-7592,C,회원,여성,컴퓨터 주변기기,"46,634",9,"419,706",2019-01-14,14:00,신용카드,"403,560","16,146"
509-10-0516,B,비회원,남성,홈데코,"47,809",4,"191,236",2019-02-09,12:02,신용카드,"183,880","7,356"
595-94-9924,A,회원,여성,헬스/뷰티,"28,839",5,"144,195",2019-03-26,20:21,신용카드,"138,650","5,545"
865-41-9075,A,비회원,남성,식품/음료,"11,991",7,"83,937",2019-01-28,17:35,현금,"80,710","3,227"
545-07-8534,C,비회원,여성,헬스/뷰티,"60,653",2,"121,306",2019-02-14,12:42,신용카드,"116,640","4,666"
118-62-1812,C,회원,여성,홈데코,"81,515",4,"326,060",2019-03-24,17:56,현금,"313,520","12,540"
450-42-3339,C,비회원,남성,헬스/뷰티,"87,994",10,"879,940",2019-02-09,18:58,신용카드,"846,100","33,840"
851-98-3555,B,비회원,여성,헬스/뷰티,"86,195",5,"430,975",2019-03-24,14:08,신용카드,"414,400","16,575"
186-71-5196,A,회원,여성,식품/음료,"82,722",2,"165,444",2019-03-27,16:30,신용카드,"159,080","6,364"
624-01-8356,B,비회원,여성,홈데코,"50,970",10,"509,700",2019-01-27,10:44,신용카드,"490,100","19,600"
313-66-9943,B,회원,여성,식품/음료,"30,316",3,"90,948",2019-03-27,20:29,신용카드,"87,450","3,498"
151-27-8496,C,비회원,여성,컴퓨터 주변기기,"58,375",4,"233,500",2019-01-19,11:43,신용카드,"224,520","8,980"
453-33-6436,A,비회원,여성,홈데코,"96,845",8,"774,760",2019-02-07,10:09,현금,"744,960","29,800"
522-57-8364,A,회원,남성,패션/액세서리,"53,394",8,"427,152",2019-01-31,10:00,신용카드,"410,720","16,432"
459-45-2396,A,회원,여성,식품/음료,"103,584",3,"310,752",2019-02-25,18:45,현금,"298,800","11,952"
